objectid,po_name,zip,geometry_type,coordinates_lon,coordinates_lat,coordinates_json
1,CHARLOTTE,28207,Polygon,,,"[[[-80.82097265788632, 35.21114051336865], [-80.82227110605595, 35.21098660525779], [-80.82266765761437, 35.21097026286408], [-80.822920203969, 35.21104270560572], [-80.82417406227847, 35.2109845040586], [-80.82438039219431, 35.210851930129934], [-80.82471328980641, 35.21061532171126], [-80.82551773260634, 35.209998426210625], [-80.82592502017883, 35.209471735890844], [-80.82659143148905, 35.20858920597813], [-80.82621757485983, 35.20840638903197], [-80.8264010671392, 35.208142542354466], [-80.82680464621252, 35.208221640029144], [-80.82714291085985, 35.208215808693424], [-80.82725187902874, 35.208131517157256], [-80.82738960452663, 35.20817978986549], [-80.82741160587129, 35.208277475236656], [-80.82759407854948, 35.20879641325097], [-80.82852543884079, 35.20865396980811], [-80.82883845566377, 35.208078126189115], [-80.82927421004582, 35.20822957821229], [-80.8294059395398, 35.2080697272504], [-80.82827286128243, 35.20752913483011], [-80.8285264668633, 35.20716055829847], [-80.82872059425524, 35.20684701567762], [-80.82927185512541, 35.20667251626936], [-80.83094090423684, 35.206388177179974], [-80.83521077588205, 35.20622380959384], [-80.8355483329296, 35.20520051410399], [-80.83625544508459, 35.20485760205186], [-80.83720330180314, 35.20548352271057], [-80.83748874629275, 35.20522009765225], [-80.83784790589428, 35.19969779109416], [-80.8386077720843, 35.19610713379921], [-80.83721917699143, 35.19469884105608], [-80.83757200365697, 35.19423642870153], [-80.83754078795424, 35.1928522723718], [-80.83908600316612, 35.19035039895596], [-80.84040260807517, 35.188398846895325], [-80.84087854774104, 35.1875072912861], [-80.841098887431, 35.18596804303288], [-80.84096002361767, 35.18421317277176], [-80.839169083193, 35.18173121553419], [-80.83884579105853, 35.18162912827219], [-80.83882563651007, 35.181325116379085], [-80.83842317646607, 35.181075256534804], [-80.83724413858108, 35.18095355767893], [-80.83654599931621, 35.18078964020614], [-80.83521297206045, 35.180751703680784], [-80.83417787940729, 35.181026213381315], [-80.83384174387506, 35.181208703592475], [-80.83288237519449, 35.18172953578026], [-80.8304596442669, 35.1798696387608], [-80.82983211891948, 35.179692962882726], [-80.82947467666732, 35.1796893940957], [-80.82901006088204, 35.18021884849469], [-80.82711338857692, 35.180415233468835], [-80.82444784832943, 35.181358453160854], [-80.8200388634456, 35.182745388529916], [-80.81573550893499, 35.18663648049915], [-80.8155134008564, 35.18724607925341], [-80.81411075106486, 35.19129176419173], [-80.81187900557907, 35.197633031558304], [-80.81208904582715, 35.19859734191918], [-80.81237175402973, 35.19980518182367], [-80.81210474422264, 35.200573296023144], [-80.81180412086624, 35.20133932183612], [-80.81157242870609, 35.202099548178445], [-80.8118710418528, 35.20235375685257], [-80.81298269984985, 35.20287473641301], [-80.81338640675611, 35.203061169006496], [-80.81350634831328, 35.20329444665119], [-80.81364706717333, 35.20347975844114], [-80.81387926018624, 35.20396255840515], [-80.81398891771356, 35.20407232656658], [-80.81414544986457, 35.20418922742563], [-80.81429656304583, 35.204302206199486], [-80.81459196402058, 35.20477226517421], [-80.8146629678211, 35.20490922579743], [-80.81499872213428, 35.205175829479394], [-80.81586505112658, 35.20573778916533], [-80.81701527261151, 35.20651197707475], [-80.81682565512223, 35.206755095448166], [-80.81694367113234, 35.206829583130876], [-80.8168691695114, 35.206922600775634], [-80.8173368941057, 35.207226734261994], [-80.81765674312177, 35.20691730659272], [-80.81885119238164, 35.20770180520739], [-80.81906966763259, 35.20830137843008], [-80.81923606874058, 35.20816284282201], [-80.81944207410655, 35.20837187211198], [-80.81965747536445, 35.208628165896904], [-80.81976092843568, 35.20887495834771], [-80.82006287820562, 35.20896198657553], [-80.81993396405299, 35.20932628169613], [-80.81949349659881, 35.209737253478046], [-80.81933543262475, 35.21017573337395], [-80.82097265788632, 35.21114051336865]]]"
2,CHARLOTTE,28212,Polygon,,,"[[[-80.7433859429369, 35.22265538197323], [-80.74458592458832, 35.222673121849795], [-80.74464064139364, 35.22373532064219], [-80.7458180997214, 35.22373859517761], [-80.7458203032554, 35.22383319848719], [-80.74655974854635, 35.22387971194222], [-80.7473666446448, 35.22392746449992], [-80.74780649293521, 35.22391601583563], [-80.748399200101, 35.2238054535581], [-80.7488565291553, 35.2236358034309], [-80.74917228596159, 35.223462713457586], [-80.7494669335057, 35.22324859114633], [-80.74984428721163, 35.22301721319148], [-80.7499682843779, 35.22269584177403], [-80.75061110076395, 35.22175145373493], [-80.7507161688085, 35.22160771741961], [-80.75015924481399, 35.221264311133154], [-80.74974137234094, 35.220919899844304], [-80.75029655520582, 35.220539816338835], [-80.75049399202257, 35.22039353267988], [-80.75288386803054, 35.217658072933475], [-80.752117081164, 35.21744419605813], [-80.75266316076969, 35.21650124265829], [-80.75276778388155, 35.21609248526341], [-80.75300301501858, 35.215430575956354], [-80.75500975101836, 35.213762916954906], [-80.75499755913647, 35.21340996219794], [-80.75443176615138, 35.21343534638912], [-80.75456926043971, 35.2129970901919], [-80.75369953575387, 35.213038559159564], [-80.75370932311749, 35.21226911358962], [-80.75337102447136, 35.212283113852855], [-80.7534086746412, 35.21060985271812], [-80.75408660236727, 35.2106471989853], [-80.75560536916512, 35.210750922957146], [-80.75606752849453, 35.21026870624837], [-80.75714644558859, 35.209876872157174], [-80.75701525542254, 35.209270207869466], [-80.75673162226776, 35.20878822239637], [-80.7569584169724, 35.208088600345285], [-80.75529944241113, 35.20667684080058], [-80.75598640746797, 35.20621339060769], [-80.75738993106009, 35.20678488794761], [-80.75747619696405, 35.20653881602126], [-80.75770335360387, 35.206179406293415], [-80.75821754692598, 35.20640627804929], [-80.75861429496783, 35.20598230072246], [-80.75812823733867, 35.205615213639476], [-80.75834412239116, 35.2053286361333], [-80.7578258285988, 35.20497221106378], [-80.75854400672284, 35.204487720991956], [-80.7594868161978, 35.20488897327826], [-80.75977886524171, 35.20426672923771], [-80.75927956473583, 35.203859550145886], [-80.75926273346865, 35.203468188150055], [-80.75937640434452, 35.202980942909875], [-80.75956809615109, 35.20271021358376], [-80.760292609304, 35.202817838211466], [-80.76038614096016, 35.20201760085143], [-80.76058720432728, 35.20172952433744], [-80.76036475846787, 35.20145410930962], [-80.75998894698466, 35.200705504430026], [-80.76044941713761, 35.199542920574224], [-80.7604950558944, 35.198997954957726], [-80.75917492693549, 35.19885897664513], [-80.75925031324977, 35.198180487613264], [-80.76086486714887, 35.19833992990814], [-80.7616240609382, 35.19783592041633], [-80.76199628950377, 35.197406547227956], [-80.7624254515448, 35.1969696819261], [-80.76270275329283, 35.1967651099944], [-80.76279531806674, 35.19630651763786], [-80.76273442207606, 35.196157307869306], [-80.76320977816319, 35.19602155792749], [-80.7633320845533, 35.19589795597245], [-80.76420068657008, 35.19556650463518], [-80.76469729188133, 35.19541029311913], [-80.76533283144346, 35.19488877935684], [-80.76605555505229, 35.19443530829611], [-80.76724649231163, 35.19332599671777], [-80.76690420705522, 35.19195651005617], [-80.76852514027462, 35.19196803252994], [-80.76867154210883, 35.191658899278465], [-80.76909594517933, 35.19182360028654], [-80.77014735331255, 35.1915728934865], [-80.77044620625936, 35.19164038376405], [-80.77077309324115, 35.19141237837189], [-80.77016721122175, 35.19122943178964], [-80.77042678828823, 35.19089560041874], [-80.77063222328609, 35.190986009264606], [-80.77083134816061, 35.19075228202388], [-80.77130998168668, 35.19096234182366], [-80.77160204967042, 35.190808393260994], [-80.7709710637749, 35.190424607353286], [-80.77174677972809, 35.189285633280306], [-80.77251900181783, 35.189486621727696], [-80.77294739296626, 35.188748440721064], [-80.77470185512959, 35.18581249502594], [-80.77542250706509, 35.18432856580115], [-80.7762599951771, 35.18225122574087], [-80.77221346917172, 35.17906609332588], [-80.76952851722113, 35.17738823536416], [-80.76758292915204, 35.17598357160915], [-80.76653365833198, 35.175221924576825], [-80.7656335103782, 35.174423338905946], [-80.76497941044508, 35.173549924367336], [-80.76467327435692, 35.17293606562005], [-80.76448555864778, 35.17238204350464], [-80.76422616451279, 35.17112248005447], [-80.76388334186245, 35.169857064683036], [-80.76349432473164, 35.169108915864236], [-80.76285596489944, 35.1682979110062], [-80.76115896170987, 35.16687795723208], [-80.75701640522752, 35.16359817148465], [-80.75565757523049, 35.16252113838024], [-80.75491611059812, 35.16193363895317], [-80.75325501391666, 35.160630126547154], [-80.75187399126277, 35.15980620171355], [-80.75016395618248, 35.158139955328544], [-80.74872081823403, 35.15536313077745], [-80.74788632021429, 35.15329841821175], [-80.74722032608794, 35.15210291299551], [-80.74834444861472, 35.15022403073823], [-80.74668617152172, 35.14835977168488], [-80.74400588086998, 35.14874994203028], [-80.74332007437236, 35.14895148588831], [-80.74181558743744, 35.15106565127302], [-80.73920944431866, 35.155257301993935], [-80.7399246286566, 35.15723920754901], [-80.74030495538553, 35.159272053654256], [-80.74002474849412, 35.16062562353191], [-80.74032199029591, 35.16062945226003], [-80.74080281016637, 35.16105838732744], [-80.74117984623017, 35.161734395807365], [-80.7410922094995, 35.16194365649518], [-80.74231154201081, 35.16362116025718], [-80.74417835287178, 35.166269678742225], [-80.74493425594727, 35.16778897142384], [-80.74502695925754, 35.16809721062407], [-80.74392849512485, 35.168601834027605], [-80.74302158356248, 35.16834921056064], [-80.74102094186037, 35.16866711581129], [-80.73938614733588, 35.16610422506536], [-80.73903449943009, 35.166210072186495], [-80.7380471793092, 35.16654051981758], [-80.73592894420679, 35.167078564363464], [-80.73398344405337, 35.16765646209054], [-80.73222941272736, 35.168307659563844], [-80.73167530452923, 35.16736027471656], [-80.73005179498439, 35.16914842944909], [-80.72897076953157, 35.169848958667295], [-80.7277052025312, 35.16984963787075], [-80.72568335581418, 35.16852580855052], [-80.72525754578884, 35.16911825500841], [-80.72501225125944, 35.169220450259445], [-80.72457917275837, 35.17013811152793], [-80.72412646952408, 35.17262777278213], [-80.72473830139475, 35.173071878593795], [-80.72529986911188, 35.17347393909049], [-80.72495091877033, 35.17427134466549], [-80.72455795789942, 35.17455976025112], [-80.72330353298906, 35.174546350430454], [-80.72292545088423, 35.17443565029616], [-80.72243837523823, 35.17488878494627], [-80.7214090621119, 35.175847006935015], [-80.72080750149922, 35.17641188076512], [-80.72138980946166, 35.176806214985724], [-80.72153976671798, 35.176885973520115], [-80.7222360058261, 35.17718961513604], [-80.7228300507536, 35.17748783984697], [-80.72315400647288, 35.177658054339766], [-80.72285455755431, 35.17800657284596], [-80.72325057637971, 35.178376627351795], [-80.72387598589049, 35.177535880165514], [-80.72455255208065, 35.17783976208986], [-80.7241462417946, 35.17834827646704], [-80.72443940069178, 35.17862381345958], [-80.72438113557926, 35.17866452442159], [-80.72502051320454, 35.17917366492843], [-80.72546647479022, 35.17968288317869], [-80.72521509549485, 35.18037814038032], [-80.72587073764015, 35.1810513289788], [-80.72614980758112, 35.18113364759192], [-80.72645785037219, 35.18152250039246], [-80.7280331731286, 35.18062198923198], [-80.72855365209021, 35.18236211834531], [-80.72901637430571, 35.18385652567696], [-80.72914356529424, 35.18431258611249], [-80.72941234460633, 35.18424433276969], [-80.72952731196573, 35.18403961199431], [-80.73119250268854, 35.18338866226415], [-80.730969857235, 35.18365953198655], [-80.73061280990177, 35.18404776969961], [-80.73039648390801, 35.18435177657168], [-80.73023800415831, 35.18467893706307], [-80.73008899200205, 35.1851431783485], [-80.7291189459888, 35.18502296016511], [-80.7299754359297, 35.18591529688988], [-80.73005187808253, 35.18624243137441], [-80.72984411260576, 35.18675425669158], [-80.7302936601947, 35.186877871915776], [-80.73059464924508, 35.186728204328666], [-80.73036119966247, 35.18770827537911], [-80.72982448735932, 35.18752885555546], [-80.72963737476287, 35.187916162391275], [-80.72949152475564, 35.18801553119261], [-80.72930306239805, 35.18839416706639], [-80.72951914403176, 35.188480939534756], [-80.72872271991534, 35.189851265580096], [-80.7284695422944, 35.18990957201153], [-80.72807619300367, 35.189735462770415], [-80.72776156173, 35.190093239958465], [-80.72753258697337, 35.19053770810927], [-80.72760474189646, 35.19053530223539], [-80.72801085417682, 35.19069549015312], [-80.72806915175302, 35.19082409247941], [-80.72794607434369, 35.19103470757186], [-80.7280939539064, 35.191093876351786], [-80.72789555442513, 35.19144654478011], [-80.72722274981628, 35.191181341599524], [-80.72704180361185, 35.1914889656649], [-80.7269081946758, 35.19152734300198], [-80.72691620288003, 35.191707034992], [-80.72668840952994, 35.19209474728405], [-80.72748292066211, 35.19252639852927], [-80.72714795171635, 35.193022269366736], [-80.72686628289415, 35.19336375882033], [-80.7270657212808, 35.19347028419399], [-80.72667442772206, 35.19396257982723], [-80.72960509763917, 35.195526941457466], [-80.72840984336648, 35.19591722368482], [-80.72752593024114, 35.1960708325302], [-80.7274467334395, 35.1966935838585], [-80.7271272249316, 35.19919891630572], [-80.72699022928995, 35.20018753419512], [-80.72799797101882, 35.200256527716256], [-80.72789651376911, 35.20107162352476], [-80.72770164880954, 35.20123137437667], [-80.72782973775604, 35.201367055273735], [-80.72811996247576, 35.20167505461519], [-80.72775289843995, 35.20165171230981], [-80.7272294266785, 35.20175468267377], [-80.72653804252437, 35.20180514406754], [-80.72648520699867, 35.20225095739421], [-80.72597777839468, 35.20250865825366], [-80.72619791643989, 35.202818314251445], [-80.72619999253887, 35.20374591003876], [-80.72769894068422, 35.20391428799025], [-80.72634555683206, 35.20644727011861], [-80.72735210411973, 35.207236715515066], [-80.72752642920177, 35.20793688506846], [-80.72697707011206, 35.20830162629412], [-80.72683990031824, 35.20844047362279], [-80.72717697709236, 35.20878708007662], [-80.72734836792311, 35.209013933539005], [-80.7274669014451, 35.20915148508586], [-80.72772297770292, 35.20941094033522], [-80.72790456327803, 35.209569821552826], [-80.72813438159497, 35.20968423144645], [-80.72922004092656, 35.21092475766188], [-80.72867676413318, 35.211259583435194], [-80.72777585690244, 35.21134781468355], [-80.72621390589877, 35.21149291645716], [-80.7261989975492, 35.21182323227094], [-80.72611597029508, 35.2123565694906], [-80.72595843884297, 35.21281985499151], [-80.72564968178786, 35.21311350748091], [-80.72586562080492, 35.21343606902], [-80.72528867320423, 35.2138152305524], [-80.72504640467209, 35.21405790569627], [-80.72533735384208, 35.215975531235735], [-80.72554754564867, 35.21738059024858], [-80.72586978328808, 35.219689388213965], [-80.72407826535435, 35.21959368609648], [-80.72331922298952, 35.21972629746767], [-80.72308871668695, 35.21945001186023], [-80.7249156027708, 35.223185416888214], [-80.72691904227204, 35.22211177410451], [-80.7282311029007, 35.2220168254116], [-80.72900197052175, 35.22208566855265], [-80.72918795522035, 35.222033021535495], [-80.72942475465138, 35.22204560262086], [-80.72943569271696, 35.22192986174126], [-80.72975421987334, 35.22196842449551], [-80.72978007570501, 35.22158846127938], [-80.73107325392446, 35.221652074805505], [-80.73275831587397, 35.221739080408724], [-80.73279439513335, 35.221860853351046], [-80.73306816717125, 35.22187976786905], [-80.73283108571462, 35.22220812638284], [-80.73270247351893, 35.22279710137527], [-80.73280408722778, 35.22292633487281], [-80.73338165815093, 35.22284139460162], [-80.73355559042012, 35.22235936028549], [-80.73408458047224, 35.22243163737231], [-80.73427139418379, 35.22239754905073], [-80.73455453133965, 35.22246458245375], [-80.73487093686191, 35.222480325519875], [-80.73523129840541, 35.22145630180645], [-80.73555338831319, 35.221465914437594], [-80.73530928838626, 35.22214924064679], [-80.73621885175697, 35.22222636693691], [-80.73612161998277, 35.22245515404746], [-80.73725913636697, 35.22252074283187], [-80.73761385258838, 35.2217993987591], [-80.73870360518677, 35.22215906884121], [-80.73815768520461, 35.22323643637831], [-80.73924105221867, 35.223470940144935], [-80.73953597424372, 35.22287258942617], [-80.74084492828416, 35.22312444515433], [-80.7409292794508, 35.22278246729982], [-80.74129477501468, 35.222901228315585], [-80.7412550962107, 35.22298457214784], [-80.74182611308983, 35.22314228126635], [-80.74211890519643, 35.22295410690464], [-80.74265818428745, 35.22311534638156], [-80.74333731627593, 35.22179197170432], [-80.7433859429369, 35.22265538197323]]]"
3,CHARLOTTE,28202,Polygon,,,"[[[-80.85055124906378, 35.24128573003243], [-80.85298537862364, 35.239100810059796], [-80.85297957514746, 35.237980856969465], [-80.85481154579894, 35.23543186958114], [-80.85763445005907, 35.23213285562159], [-80.85867276623527, 35.230701960157724], [-80.85808362375884, 35.22987299345846], [-80.85806968907893, 35.22839899472046], [-80.85778234995031, 35.228632027749846], [-80.85621041198317, 35.227388049710825], [-80.85696668843266, 35.226753120265506], [-80.85619544453883, 35.22549135531042], [-80.85424546407184, 35.22342410313048], [-80.85406145183882, 35.2231667353808], [-80.85374120081293, 35.2231716437051], [-80.85384210223107, 35.22291393108382], [-80.85313813166624, 35.22194054773148], [-80.85161216402082, 35.220581997412374], [-80.85085131939987, 35.2199256409448], [-80.85057096848233, 35.22013026737714], [-80.85039729731648, 35.219909973899156], [-80.85061310748968, 35.21972516753049], [-80.85179511409787, 35.218872880574196], [-80.85055558491507, 35.21764475858663], [-80.85040466315483, 35.21778189441019], [-80.85011415870152, 35.21746409036995], [-80.84966718928115, 35.216975112570026], [-80.84914172401133, 35.217329335033284], [-80.84735818647897, 35.21565448228056], [-80.84631970903182, 35.21468447043135], [-80.84577053276307, 35.21401032815354], [-80.84514080506369, 35.21385982401007], [-80.84480996471606, 35.21399614968429], [-80.84395339452735, 35.214859754295276], [-80.84080899135388, 35.216264294775186], [-80.83763602125488, 35.21852532008687], [-80.83542209694063, 35.220088276710435], [-80.83500750325429, 35.22091482457251], [-80.8342432134904, 35.221378809871055], [-80.83396573731427, 35.22210645940744], [-80.83280360182626, 35.221928123279916], [-80.83201075197123, 35.222485181665476], [-80.83181385436394, 35.22361383545343], [-80.83061821988672, 35.223466478151806], [-80.82941270928173, 35.22484806018648], [-80.82868876224612, 35.22622126920425], [-80.82944746956628, 35.22807312803245], [-80.83209480663974, 35.23016701066924], [-80.83318697363293, 35.23112898724306], [-80.8339838497511, 35.23188002299932], [-80.83513609427203, 35.23281186099867], [-80.83624288021086, 35.23365695561202], [-80.83899220585195, 35.23543085451137], [-80.83961412105494, 35.23584580715605], [-80.84047197096824, 35.2368818718323], [-80.841109130615, 35.23713684537036], [-80.84218936731207, 35.23737684243499], [-80.84381905528056, 35.23593982074899], [-80.8445523719626, 35.23657684947154], [-80.84334315778806, 35.23766670661393], [-80.84677613544856, 35.23870279863883], [-80.8482984211296, 35.23940092299775], [-80.85055124906378, 35.24128573003243]]]"
4,DAVIDSON,28036,Polygon,,,"[[[-80.85544778271834, 35.511042514301536], [-80.8565116132292, 35.51112748903059], [-80.86524511472335, 35.51186943973141], [-80.86649718475438, 35.51196544801112], [-80.87482436656857, 35.512586834924534], [-80.87482271626942, 35.51251539808983], [-80.8748421319494, 35.5124455093886], [-80.87490407215424, 35.507584029064716], [-80.87271808270468, 35.507409954066084], [-80.87172684006295, 35.506016027462834], [-80.87283007033832, 35.50416213572359], [-80.87245095243966, 35.50324209213096], [-80.87302278342557, 35.50210022222254], [-80.87265901833418, 35.50057124861324], [-80.8708148487547, 35.50054815424138], [-80.87011938660396, 35.50048768380351], [-80.86982993468469, 35.50035311565802], [-80.86937326578725, 35.500031583186], [-80.8688559680266, 35.499864599240965], [-80.86853011897618, 35.49972896650418], [-80.87032385927266, 35.49697730355575], [-80.86950395014757, 35.49705124412607], [-80.8656729253088, 35.497460220265715], [-80.86642069268981, 35.494468334758466], [-80.86611373920682, 35.49441741387806], [-80.86430861631077, 35.49542928482382], [-80.86424169739894, 35.49534400036923], [-80.86389755303856, 35.494905412290166], [-80.86344068728596, 35.49485626203694], [-80.86257280823727, 35.4944312728663], [-80.86118870098463, 35.494114326570894], [-80.8582097502838, 35.4944193211155], [-80.8554170484231, 35.49429388671427], [-80.85525530509634, 35.49423469874135], [-80.85711138191122, 35.49011460976847], [-80.85271100280865, 35.49047865169997], [-80.8532704333958, 35.4871479553078], [-80.85010403653803, 35.486330370610126], [-80.84808571543499, 35.486882895658354], [-80.84356861306959, 35.48459255454487], [-80.84154794956302, 35.48353450796773], [-80.83967273174123, 35.483018585724174], [-80.8387985700438, 35.4811537801361], [-80.835643712337, 35.477760388991214], [-80.83072468184636, 35.47532416514278], [-80.83065981314867, 35.47499606386661], [-80.82842458552133, 35.470892767249794], [-80.82658256711407, 35.472216680589774], [-80.82385133239192, 35.4712369474039], [-80.82173379188637, 35.47045858736448], [-80.82130533780837, 35.47076573837063], [-80.81715134487455, 35.467621423582706], [-80.81774864753409, 35.46714138620639], [-80.81611501384076, 35.46496060920087], [-80.8167466252619, 35.46458397179908], [-80.81710327505472, 35.46453515958892], [-80.81770476024813, 35.4641417076049], [-80.81944686427325, 35.464693770935234], [-80.82045776513222, 35.460432855819285], [-80.82091586150159, 35.46005618267544], [-80.82074015469458, 35.45927128262257], [-80.8208119198577, 35.458942535946946], [-80.82127090264277, 35.45948561034653], [-80.82139330310973, 35.45880585262761], [-80.82155373464991, 35.45807898696784], [-80.82095517764657, 35.45784364114832], [-80.81978255932981, 35.45769807469593], [-80.81935888662215, 35.45844036655998], [-80.81891515653969, 35.45828748193702], [-80.8183021067442, 35.45935527292263], [-80.81725214573848, 35.4590645488174], [-80.81715289588955, 35.459505534412514], [-80.81522267566726, 35.45945395599606], [-80.81502020939347, 35.45882050044497], [-80.81502151900739, 35.45826722398155], [-80.81438014826152, 35.45711496534002], [-80.81342831139267, 35.45712919721616], [-80.81274778344708, 35.45702114077906], [-80.81262139149477, 35.45755825551451], [-80.8116592029303, 35.45728442985447], [-80.81102001179424, 35.4588018701813], [-80.81159017898663, 35.458983774431466], [-80.81138099890076, 35.45947580620816], [-80.81076052539862, 35.4592946527191], [-80.81156453990246, 35.45727040490127], [-80.8110189079313, 35.45715284308629], [-80.8108591168782, 35.45643194555621], [-80.80961693367006, 35.45630617348909], [-80.80895415816278, 35.455894591964686], [-80.80661329334521, 35.455527557769685], [-80.80580457354, 35.45564767306978], [-80.8056076314955, 35.455360945894284], [-80.80206861506242, 35.454796496673985], [-80.79606853950729, 35.45032115686737], [-80.79033019579498, 35.445027877233024], [-80.78145747007764, 35.44509377107176], [-80.78037568280327, 35.44385446831571], [-80.77693805508551, 35.44403935556569], [-80.77550044005218, 35.4436454485024], [-80.77561154556884, 35.44251848401371], [-80.77387085517486, 35.44142724527232], [-80.76871063688583, 35.439830697027446], [-80.76686455314689, 35.44079155427519], [-80.76490416315512, 35.44096283145789], [-80.76493541325314, 35.44103167773996], [-80.76493696572291, 35.44110312893818], [-80.76416655951492, 35.442874246526905], [-80.77241267013682, 35.45755591081163], [-80.77537779270986, 35.46651871110276], [-80.77746064779114, 35.47390998178529], [-80.78086487446073, 35.48157435962225], [-80.7872321503265, 35.49645185617698], [-80.78404430378892, 35.50720051497527], [-80.78790901611856, 35.50719760922313], [-80.7958589133397, 35.50787022266535], [-80.80023851734808, 35.50830558875992], [-80.8022575544273, 35.50870443102725], [-80.81187632681478, 35.50891854999318], [-80.83475620961282, 35.50945746661508], [-80.83894274004406, 35.51036599501782], [-80.83988188729776, 35.51056977844759], [-80.84163743877171, 35.510900478015614], [-80.85063469200561, 35.51072458093034], [-80.85544778271834, 35.511042514301536]]]"
5,CONCORD,28027,Polygon,,,"[[[-80.76114013817818, 35.434603150638786], [-80.76201524997079, 35.43652361354683], [-80.762064028636, 35.43659857371516], [-80.76267554937519, 35.43613506166056], [-80.76341117661286, 35.435625950862864], [-80.76356324355298, 35.43588777299433], [-80.76413616565085, 35.43550212609596], [-80.76427317857348, 35.435422612371454], [-80.76409806838448, 35.434991427987136], [-80.76396590812045, 35.434815484632146], [-80.76379114602486, 35.43465154844636], [-80.76369052596515, 35.434580399156026], [-80.76343861843247, 35.434589370616195], [-80.7619374268348, 35.43459326186897], [-80.76114013817818, 35.434603150638786]]]"
